OBJECTID,lat,long,dtg,user_name,user_id,text
19,39.332672,-76.6050415,Mon Apr 27 23:06:07 +0000 2015,thorough_bread,265189271,Man they bout to have a curfew here in a min smh
20,39.292241,-76.5983047,Mon Apr 27 23:06:13 +0000 2015,_parTayyyFever,497474331,"When the National Guard come, I feel sorry for y'all "
21,39.2903,-76.6125031,Mon Apr 27 23:06:13 +0000 2015,DankwaBrooks,269440961,"#BaltimoreRiots. Never ever thought it would get this bad.  @ Baltimore, Maryland https://t.co/HvcpWdg1co"
22,39.286803,-76.6121445,Mon Apr 27 23:06:16 +0000 2015,bigtony816,2919305684,People out here acting like savages in Baltimore
23,39.311702,-76.6639328,Mon Apr 27 23:06:21 +0000 2015,Tyied_,2501802998,They look like a whole bunch of rodents going store to store  that shit look trifling  #BaltimoreRiots
24,39.261261,-76.6314926,Mon Apr 27 23:06:37 +0000 2015,HousingWatchMD,19201793,"@mbta535 @JacobGaffney @mike_ciklin @Fanniegate101 @aspit On a normal day I would never be so rude, and I apologize."
25,39.349007,-76.5713501,Mon Apr 27 23:06:39 +0000 2015,SuzNXTLevel,3088773646,Baltimore needs Batman #BaltimoreRiots #Baltimore
26,39.332448,-76.6052475,Mon Apr 27 23:06:58 +0000 2015,thorough_bread,265189271,Been here in Baltimore for 2 months and this is my welcome lol damn should of said in the Atl
27,39.261261,-76.6314926,Mon Apr 27 23:07:06 +0000 2015,HousingWatchMD,19201793,@mike_ciklin @mbta535 @JacobGaffney @Fanniegate101 @aspit Thank you. So much.
28,39.31144,-76.6643524,Mon Apr 27 23:07:09 +0000 2015,Tyied_,2501802998,They messing up there own community  silly rabbits 
29,39.341947,-76.5999756,Mon Apr 27 23:07:25 +0000 2015,Anonseqxist,2699733301,"ICYMI: the black community's negative aspects, mentality &amp; actions are more inline with the right wing republicans than Dems. #fact #getmad"
30,39.286822,-76.6121521,Mon Apr 27 23:07:37 +0000 2015,bigtony816,2919305684,People acting stupid http://t.co/ynDtnPcmXu
31,39.334057,-76.6265945,Mon Apr 27 23:07:51 +0000 2015,Reilazation,516606874,Sorry the White Sox game was postponed @GeoffLRamsey our city is going through some shit.
32,39.315993,-76.572197,Mon Apr 27 23:07:53 +0000 2015,iDeMandaa_YOU,605997039,A Bunch of MONKEY SEE MONKEY DO ASS KIDS
33,39.281548,-76.5771561,Mon Apr 27 23:08:12 +0000 2015,brittanymcmahon,23696055,@wbaltv11 WTF are you covering?! They just completely knocked someone out and carried him away in front of that liquor store
34,39.321789,-76.5906296,Mon Apr 27 23:08:21 +0000 2015,thatshortleo,479047253,Baltimore Rey get locked down
35,39.34324,-76.5325317,Mon Apr 27 23:08:35 +0000 2015,therealjulzp,114459941,Just posted a photo @ Over East https://t.co/ymceWXT6eX
36,39.300123,-76.6457367,Mon Apr 27 23:08:48 +0000 2015,KENNAY_hearme,362553057,This is embarrassing 
37,39.334248,-76.6799774,Mon Apr 27 23:08:52 +0000 2015,loving_briaa,420610270,I could use some new hair 
38,39.352908,-76.5606995,Mon Apr 27 23:08:55 +0000 2015,demis_mendes,3055962455,"This makes me so sick I know some BCPD officers, praying for their safety #BaltimoreRiots http://t.co/wVNjRpysxT"
39,39.371389,-76.5667725,Mon Apr 27 23:09:01 +0000 2015,MsFancy2_u,174110555,That nap tho Everything 
40,39.300123,-76.6457367,Mon Apr 27 23:09:06 +0000 2015,KENNAY_hearme,362553057,Baltimore is absolutely at its worse
41,39.281066,-76.6316605,Mon Apr 27 23:09:07 +0000 2015,khyona_,2157380277,"@_MoneyteamBlack , rd"
42,39.364117,-76.5882721,Mon Apr 27 23:09:13 +0000 2015,tytanicc__,824440453,this me https://t.co/4bmlwss1Gj
43,39.371525,-76.5666428,Mon Apr 27 23:09:21 +0000 2015,MsFancy2_u,174110555,@suckafree_jazz 
44,39.333366,-76.6088409,Mon Apr 27 23:09:26 +0000 2015,shroomshali,2434449557,@NeddraASmith @SChurch00 @MayorSRB @audiojoe13 @HeathSandell Says she'll talk later... http://t.co/4AR3oLuuAX
45,39.300205,-76.6454086,Mon Apr 27 23:09:28 +0000 2015,KENNAY_hearme,362553057,This is pathetic ..
46,39.311194,-76.6613159,Mon Apr 27 23:09:32 +0000 2015,LezbiYana_,349760406,"smh, just heard my lor cousin got booked. I'm so frustrated right now "
47,39.367451,-76.6524353,Mon Apr 27 23:09:49 +0000 2015,AnilKshepakaran,832027700,"In a #gentle way, you can shake the #world. - #MahatmaGandhi #Baltimore #peace #PeacefulProtest #riseabove #fb"
48,39.33328,-76.6088409,Mon Apr 27 23:09:50 +0000 2015,shroomshali,2434449557,@NeddraASmith @SChurch00 @MayorSRB @audiojoe13 @HeathSandell She must be busy..... 
49,39.284085,-76.5660934,Mon Apr 27 23:09:57 +0000 2015,julsiewools,710110602,S/o to Bill for letting us close early and only working for 50 minutes
50,39.261261,-76.6314926,Mon Apr 27 23:10:39 +0000 2015,HousingWatchMD,19201793,@DanEwald Close for good?
51,39.281884,-76.5923233,Mon Apr 27 23:11:11 +0000 2015,theappletech,16494614,"There might be turmoil in Baltimore, but it's a nice night for a walk by the water in Fells @ Fells https://t.co/GZaBuh6X9b"
52,39.261261,-76.6314926,Mon Apr 27 23:11:16 +0000 2015,HousingWatchMD,19201793,@mbta535 @JacobGaffney @mike_ciklin @Fanniegate101 @aspit Thank you. It's getting really really bad.
53,39.360418,-76.7009277,Mon Apr 27 23:11:31 +0000 2015,Shermizzle_,2343283457,"Stopped saying """"Goodbye"""" a long time ago .. http://t.co/oz00qIgQSI"
54,39.310127,-76.6422348,Mon Apr 27 23:11:33 +0000 2015,DOMDIVA83,58975698,#baltimore this is #nothing he said... I don't know why people don't hear when people have made https://t.co/qf0N62UISz
55,39.316003,-76.5721817,Mon Apr 27 23:11:39 +0000 2015,iDeMandaa_YOU,605997039,The reason why I'm trying make it out of Baltimore Now
56,39.358075,-76.5704041,Mon Apr 27 23:11:42 +0000 2015,JaahTenneh,2406388665,I miss my baby 
57,39.332156,-76.6166611,Mon Apr 27 23:11:47 +0000 2015,revjenn,10117672,#breakingbread and praying that no more bodies be broken #FreddieGray @ Cathedral of the Incarnation https://t.co/9KIZFtjtQq
58,39.315369,-76.5747528,Mon Apr 27 23:12:15 +0000 2015,wbrooks348,2731128221,Freddy Greys family said let there be peace this is how we mourn his death #ridiculous
59,39.281062,-76.6316376,Mon Apr 27 23:12:34 +0000 2015,khyona_,2157380277,"@aminah_brown: @_waynelee__ gimme some for prom """"ayooo I'm dead"
60,39.298508,-76.6111603,Mon Apr 27 23:12:38 +0000 2015,MMcCruden,1056202328,I'm in the only ace open in my neighborhood. This is how the Mt Vernon gays shelter in place  #BaltimoreRiots http://t.co/VEmoFvXeOO
61,39.292861,-76.622757,Mon Apr 27 23:12:41 +0000 2015,DJAbele,714942312,#baltimoreprotests #prep @ Saratoga n Paca https://t.co/DWHp07dwbq
62,39.359647,-76.6030807,Mon Apr 27 23:12:42 +0000 2015,svnfl0wer_,404342182,"the even more last thing you want to do"""""
63,39.252926,-76.6249619,Mon Apr 27 23:12:50 +0000 2015,jaydivastar,1151242303,This is totally insane! I'm so ashamed to live here... #BaltimoreRiots
64,39.359674,-76.6029282,Mon Apr 27 23:13:08 +0000 2015,svnfl0wer_,404342182,she need to stop talking
65,39.329093,-76.5318756,Mon Apr 27 23:13:21 +0000 2015,Miwho1,2939782061,#JustForFreddieGray #justiceforall #blacklivesmatter #baltimore #bmorecareful @ Daywalt Ave https://t.co/HMIpYiDoW0
66,39.3154,-76.5747528,Mon Apr 27 23:13:27 +0000 2015,wbrooks348,2731128221,This is why we need to educate ourselves
67,39.358149,-76.5705032,Mon Apr 27 23:13:29 +0000 2015,JaahTenneh,2406388665,She always get so jealous 
68,39.261261,-76.6314926,Mon Apr 27 23:13:29 +0000 2015,HousingWatchMD,19201793,@DanEwald God what a shame.
69,39.359866,-76.670845,Mon Apr 27 23:13:30 +0000 2015,Aher_Kaye,2866547325,"@Bmore_jolley33 @microsoft42 why you change the subject lmao, but we can go there bitch http://t.co/87cdDSCyqB"
70,39.358141,-76.5707321,Mon Apr 27 23:13:40 +0000 2015,JaahTenneh,2406388665,It's cute though
71,39.358145,-76.5707092,Mon Apr 27 23:14:13 +0000 2015,JaahTenneh,2406388665,She know damn well I wasn't talking about her 
72,39.290552,-76.572731,Mon Apr 27 23:14:26 +0000 2015,meaggomyeggo,455470375,there is nothing embarrassing about asking for help @wbaltv11 - so thankful the national guard is on its way!
73,39.341972,-76.5999527,Mon Apr 27 23:14:42 +0000 2015,Anonseqxist,2699733301,"All men meet at the church""""  should've met up along time ago #BaltimoreRiots"
74,39.344557,-76.5853653,Mon Apr 27 23:15:37 +0000 2015,CapoMoh_,205008655,Bmore wildin
75,39.252987,-76.6249847,Mon Apr 27 23:15:57 +0000 2015,jaydivastar,1151242303,This is the Missy disappointing thing... #BaltimoreRiots
76,39.316023,-76.5721817,Mon Apr 27 23:16:15 +0000 2015,iDeMandaa_YOU,605997039,Start practice again tomorrow for NEW EDITION I miss my NE FAM
77,39.356989,-76.6008224,Mon Apr 27 23:16:21 +0000 2015,laaveendderr,2175810682,Who real ass grandfather 
78,39.252987,-76.6249847,Mon Apr 27 23:16:31 +0000 2015,jaydivastar,1151242303,I've never been so ashamed of where I live... #BaltimoreRiots
79,39.311107,-76.6661911,Mon Apr 27 23:16:36 +0000 2015,RunDM_BRee,212739717,Yo the news got me like 
80,39.351037,-76.6855621,Mon Apr 27 23:16:40 +0000 2015,hardCOR_drizzy,613070938,", Y'all Fucking Doing Too Much  This Shit Ain't Cute All Y'all Doing Is Making Things Worst ."
81,39.315355,-76.5747528,Mon Apr 27 23:16:46 +0000 2015,wbrooks348,2731128221,They put the most ignorant people on TV to interview
82,39.352137,-76.587326,Mon Apr 27 23:17:03 +0000 2015,deucedawg13FA,2174048449,"This is really crazy, like Baltimore come on . This won't solve anything."
83,39.294128,-76.6156464,Mon Apr 27 23:17:34 +0000 2015,DJAbele,714942312,#baltimoreprotests #roadclosures @ Mulberry Street https://t.co/7Ej2weQbzB
84,39.341947,-76.5999756,Mon Apr 27 23:17:40 +0000 2015,Anonseqxist,2699733301,"All men meet at the church"""" should've met up somewhere a long time ago #BaltimoreRiots"
85,39.3247,-76.6239014,Mon Apr 27 23:17:44 +0000 2015,ninjaken27,1314023834,Drinking a Game Of Thrones - Three Eyed Raven by @BreweryOmmegang @ Beech House Brewery  http://t.co/2e9itWuoQ8 #photo
86,39.297284,-76.6433411,Mon Apr 27 23:17:50 +0000 2015,Kinggg_mb,2806457621,YALL HAPPY NOW CONGRATULATIONS WE DID IT 
87,39.35214,-76.587326,Mon Apr 27 23:17:54 +0000 2015,deucedawg13FA,2174048449,"I agree with my LB,BRUHZ need to come together and stand up for what's right in a peaceful way. Maybe not today when everything is so hectic"
88,39.358786,-76.7095337,Mon Apr 27 23:18:00 +0000 2015,xoAmourBelle,256134109,I would never destroy my own neighborhood.  That's where you live!!!!!!!
89,39.35214,-76.587326,Mon Apr 27 23:18:23 +0000 2015,deucedawg13FA,2174048449,But something should be done
90,39.359809,-76.6031723,Mon Apr 27 23:18:25 +0000 2015,svnfl0wer_,404342182,Somebody made that shit up to get outtah school
91,39.358786,-76.7095337,Mon Apr 27 23:18:29 +0000 2015,xoAmourBelle,256134109,@Ganja_ExcitesMe nah. It feels good out. That's probably why people are acting a fool.
92,39.2903,-76.6125031,Mon Apr 27 23:18:30 +0000 2015,keithbgafn,55688586,"#prayforbaltimore as frustrating as the youth may be, violence begets violence. I pray non of these https://t.co/VvonBSPnO2"
93,39.347316,-76.5849304,Mon Apr 27 23:18:33 +0000 2015,Soon2bCEO,254151882,I dnt understand what destroying property that us as tax payers have paid for is solving. I really don't
94,39.359879,-76.6708298,Mon Apr 27 23:18:34 +0000 2015,Aher_Kaye,2866547325,Me and @microsoft42 really tag teamin the shit out this racist white man lmao
95,39.2903,-76.6125031,Mon Apr 27 23:18:37 +0000 2015,Kenyaaaaa___,240956303," for #Baltimore #CNN @ Baltimore, Maryland https://t.co/0kuehnxuNN"
96,39.284811,-76.646759,Mon Apr 27 23:19:12 +0000 2015,GrindHrdStpH8iN,544621322,#CurrentSituation #SlightWork #FoodPorn #NomNomNom #GreatEats #MrCrabs #Spicy #88versusFood @ Bay https://t.co/THNTvP10eD
97,39.344557,-76.5854111,Mon Apr 27 23:19:18 +0000 2015,CapoMoh_,205008655,Molly world
98,39.359645,-76.6028214,Mon Apr 27 23:19:25 +0000 2015,svnfl0wer_,404342182,"oh shit , they got the tear gas"
99,39.351103,-76.6856384,Mon Apr 27 23:19:44 +0000 2015,hardCOR_drizzy,613070938,", I Swear It's Always Black People "
100,39.2903,-76.6125031,Mon Apr 27 23:19:46 +0000 2015,I_AmMiller,325684218,#dontignore  #CriesForHelp #weneedimprovement #notdestruction #baltimoreriots #baltimore  This https://t.co/F6omQs5ESH
101,39.311153,-76.6613083,Mon Apr 27 23:19:50 +0000 2015,LezbiYana_,349760406,"niggas dumb, talkin bout' da bookins rey be crouchy tonight "
102,39.316002,-76.5721817,Mon Apr 27 23:19:50 +0000 2015,iDeMandaa_YOU,605997039,Y'all should be Ashamed
103,39.341946,-76.5999756,Mon Apr 27 23:20:07 +0000 2015,Anonseqxist,2699733301,"Waiting for my #newblack background check to clear, then I'm out of here. Y'all niggas don't listen."
104,39.273646,-76.6896515,Mon Apr 27 23:20:17 +0000 2015,mmccxxii,1636983943,this going be in a book one day ..
105,39.308503,-76.6281586,Mon Apr 27 23:20:20 +0000 2015,TheRiler,234787092,@justin_fenton Rite-Aid (McMechen) still being looted. No police presence.
106,39.291568,-76.6225662,Mon Apr 27 23:20:20 +0000 2015,DJAbele,714942312,#baltimoreprotests #roadclosures @ Lexington Market https://t.co/aKIDAZ52MX
107,39.339466,-76.6826782,Mon Apr 27 23:20:55 +0000 2015,jennif_lady,2771636705,they pullin out the tear gas 
108,39.261261,-76.6314926,Mon Apr 27 23:21:00 +0000 2015,HousingWatchMD,19201793,People used those businesses. They needed those jobs. Multiple seniors in an apt building couldn't breathe b/c of fire. HOW is this helping?
109,39.284551,-76.5894012,Mon Apr 27 23:21:03 +0000 2015,AndrewMSchuster,197110177,Wjz reporting tear gas fired in west #baltimore
110,39.359475,-76.603096,Mon Apr 27 23:21:12 +0000 2015,svnfl0wer_,404342182,i remember i maced me and jasmyn by mistake 
111,39.346551,-76.6192169,Mon Apr 27 23:22:03 +0000 2015,BobTrosset,393003478,"@PaulGessler Stay safe, Paul. Thinking of you"
112,39.359816,-76.6708374,Mon Apr 27 23:22:08 +0000 2015,Aher_Kaye,2866547325,They really got these fucking army vehicles driving down North ave
113,39.273522,-76.6898804,Mon Apr 27 23:22:32 +0000 2015,mmccxxii,1636983943,just how my grandmother be telling me
114,39.301903,-76.6155319,Mon Apr 27 23:22:36 +0000 2015,BaltimoreCP,66179557,Gov. Hogan: National Guard is 'on alert' over Baltimore violence: Maryland Gov. Larry Hogan put the National Guard http://t.co/wrJEwCCfoW
115,39.301903,-76.6155319,Mon Apr 27 23:22:37 +0000 2015,BaltimoreCP,66179557,Pres. Obama: Administration Committed To Assisting Baltimore As Needed: President Barack Obama spoke with both http://t.co/gAE8AvgBLq
116,39.299703,-76.6456451,Mon Apr 27 23:23:03 +0000 2015,KENNAY_hearme,362553057,"Where are these children's parents, where's the discipline... Shit is so fucking sad"
117,39.359819,-76.6707916,Mon Apr 27 23:23:14 +0000 2015,Aher_Kaye,2866547325,"@microsoft42 @Bmore_jolley33 nah he was right, it's mostly black people in jail and prison"
118,39.351518,-76.6854172,Mon Apr 27 23:23:15 +0000 2015,hardCOR_drizzy,613070938,", I Swear I Hate Fucking Black People Y'all Make Me Sick And They Wonder People Always Down Talking Black People "
119,39.308191,-76.6260605,Mon Apr 27 23:23:28 +0000 2015,Artistloftspace,1584415364,Damn be safe out there #Baltimore
120,39.310643,-76.6414108,Mon Apr 27 23:23:42 +0000 2015,CnnCameraman,323468262,Police standoff continues into the evening in Baltimore. When will it end? #cnn #cnnlive #Baltimore http://t.co/1WTOosEmjs
121,39.28783,-76.6075211,Mon Apr 27 23:23:48 +0000 2015,IJTET822,448455504,Damn you rioters in Baltimore. State of emergency so no concert. Sorry no Kamelot tonight. Ugh so unfair.
122,39.30822,-76.6260605,Mon Apr 27 23:23:56 +0000 2015,Artistloftspace,1584415364,Dam b safe out there
123,39.291568,-76.6225662,Mon Apr 27 23:24:11 +0000 2015,DJAbele,714942312,Lining up #baltimoreprotests #itsreal @ Lexington Market https://t.co/RrSxQczWvK
124,39.311128,-76.6612701,Mon Apr 27 23:24:18 +0000 2015,LezbiYana_,349760406,The National Guard rey get in on dis... aint gon be none of dat 
125,39.358768,-76.7095184,Mon Apr 27 23:24:30 +0000 2015,xoAmourBelle,256134109,@Ganja_ExcitesMe you know whenever it gets warm out black people act a fool smh
126,39.323544,-76.5964584,Mon Apr 27 23:24:39 +0000 2015,phatbuttASH_,190752190,@Love_Latrina: @kaythetwin: I'M NOT FUCKING PLAYING WITH THEM  STEALING FUCK WEAVE  http://t.co/lZzQ5usmLr@bohemiartist
127,39.311142,-76.661293,Mon Apr 27 23:24:46 +0000 2015,LezbiYana_,349760406,Me &amp; my manz rey be OUT fym #FTP I need a mask
128,39.32746,-76.5599518,Mon Apr 27 23:24:57 +0000 2015,Wjzboosie,3019243592,Fuck the mayor  that bitch ah clown  #UnderRated #JusticeForFreddieGray 
129,39.296499,-76.6300507,Mon Apr 27 23:25:05 +0000 2015,catchifyou_KEN,541017377,Of course i live right here in the mix of all this shit
130,39.341944,-76.599968,Mon Apr 27 23:25:05 +0000 2015,Anonseqxist,2699733301,Gotta protect my own domicile. All of the police presence is elsewhere!
131,39.283273,-76.5929718,Mon Apr 27 23:25:06 +0000 2015,eawross,23691488,"I hope my boat is okay."""" - #AndyDingman #firstworldproblems"
132,39.283238,-76.6543427,Mon Apr 27 23:25:15 +0000 2015,geeman3337,118631495,"I'm at Westside Shopping Center in Baltimore, MD w/ @honeysreal @thaworldofnate @swaggalicious_t https://t.co/bGvCrYSXtf"
133,39.360313,-76.7011795,Mon Apr 27 23:25:39 +0000 2015,Shermizzle_,2343283457,"This shit got my senior squad sounding like Politicians/ Actvist/ News reporters/ Etc, etc ."
134,39.304165,-76.6188507,Mon Apr 27 23:25:43 +0000 2015,Sven717,1059300344,I'm in the worst place to be right now. #BaltimoreRiots http://t.co/KVRJ4M4cij
135,39.358142,-76.5706329,Mon Apr 27 23:26:26 +0000 2015,JaahTenneh,2406388665,He no damn well my hair is real 
136,39.303046,-76.6086578,Mon Apr 27 23:26:28 +0000 2015,jpegjoshua,2496529670,Just arrived to #BaltimoreIsRising make sure to follow @ratterbaltimore for more updates.
137,39.358124,-76.5705261,Mon Apr 27 23:26:34 +0000 2015,JaahTenneh,2406388665,Talking bout I wear weave
138,39.333289,-76.6088486,Mon Apr 27 23:26:47 +0000 2015,shroomshali,2434449557,@WBALettis @NeddraASmith @audiojoe13 @SChurch00 @HeathSandell
139,39.30853,-76.6281128,Mon Apr 27 23:27:20 +0000 2015,TheRiler,234787092,@mims Yes...It's been being loooted for over an hour. No police.
140,39.283238,-76.6543427,Mon Apr 27 23:27:31 +0000 2015,geeman3337,118631495,These is really ridiculous I feel real sad for my city right now! It is really dangerous in certain spots. . https://t.co/k7Z2WzVM79
141,39.327554,-76.5602493,Mon Apr 27 23:27:45 +0000 2015,Wjzboosie,3019243592,Fuck tha mayor  that bitch ah clown  #UndaRated #JusticeForFreddieGray 
142,39.287681,-76.6318207,Mon Apr 27 23:27:46 +0000 2015,itsRooo__,320006542,Shit really wild.
143,39.27367,-76.6896133,Mon Apr 27 23:27:51 +0000 2015,mmccxxii,1636983943,back to this essay 
144,39.285048,-76.5658569,Mon Apr 27 23:28:27 +0000 2015,jaspersss_,104314644,  https://t.co/SwH8TgJXmR
145,39.287681,-76.6318207,Mon Apr 27 23:28:52 +0000 2015,itsRooo__,320006542,Hurt TFUCK outta me.
146,39.333962,-76.6471939,Mon Apr 27 23:28:56 +0000 2015,Justin_Palmer,23673944,Got screener passes for #Avengers2! Going Thursday - should be sweet!
147,39.27498,-76.6119995,Mon Apr 27 23:29:24 +0000 2015,OneFineJay,24644495,Anxiously they await the bus; they just want to get home. #baltimore that is some faith in social https://t.co/ImtI6CmJXZ
148,39.273468,-76.6897049,Mon Apr 27 23:29:27 +0000 2015,mmccxxii,1636983943,#bb
149,39.322624,-76.6830521,Mon Apr 27 23:29:33 +0000 2015,_unexpectedluv,15244548,Why is #CNN and #WolfBlitzer on the air giving incorrect information about #BaltimoreRiots and https://t.co/WQzRA3Lo95
150,39.316321,-76.7108765,Mon Apr 27 23:29:40 +0000 2015,Erika_LajuannX3,537657053,They broke into the OTM store?  HELLLLLL NO 
151,39.273468,-76.6897049,Mon Apr 27 23:29:52 +0000 2015,mmccxxii,1636983943,History just repeating itself 
152,39.283036,-76.5937042,Mon Apr 27 23:30:52 +0000 2015,adonia_simpson,3149718549,The new potential tots dish at Alexander's tavern-- the Esperanza! Mac and cheese tots w a side of hot tenders. http://t.co/O4QzC1cqKt
153,39.310127,-76.6422348,Mon Apr 27 23:30:53 +0000 2015,shanks_vc,2704358417,Move Back ... Move Back#Baltimore #freddiegray @ PennNorth https://t.co/EmOQ2zW581
154,39.292904,-76.630249,Mon Apr 27 23:30:55 +0000 2015,kahleelm__,2994993969,", hope all my niggas good you know I'm good IMA ghee"
155,39.283892,-76.6200867,Mon Apr 27 23:31:09 +0000 2015,ssnsailor,56800751,#Baltimore #BaltimoreRiots I am at Orioles park now if anybody can't get out of the city. PM if you need a ride.
156,39.331443,-76.6197891,Mon Apr 27 23:31:26 +0000 2015,kellie_belliee,444115571,National guard called to Baltimore and Hopkins is considering locking down campus woahh #BaltimoreRiots
157,39.310825,-76.5621948,Mon Apr 27 23:31:50 +0000 2015,NorthDaytona,1708560762,"Im the only """"radical"""" in my house"
158,39.278092,-76.5674973,Mon Apr 27 23:32:34 +0000 2015,baltimore311,199324673,Opened Graffiti Removal request via iPhone at 12991349 S Baylis St http://t.co/zewqVZIVRe. Graffiti stickers on the corner...green box...
159,39.290617,-76.5891113,Mon Apr 27 23:32:37 +0000 2015,baltimore311,199324673,Closed request at 298 S Washington St http://t.co/51YRKceikX. Abated - close sr.
160,39.298053,-76.6609802,Mon Apr 27 23:32:52 +0000 2015,MLSBLUVSFASHION,25367676,I say that I'm adhd all the time sad thing is I not sure if I'm playing
161,39.273495,-76.6896973,Mon Apr 27 23:33:03 +0000 2015,mmccxxii,1636983943,been otp with my grandparents awhile now ...I like listening 
162,39.283397,-76.6222687,Mon Apr 27 23:34:05 +0000 2015,CamdenSRH,752104622,#Orioles Protests force postponement of O's-White Sox on Monday http://t.co/MdQc9REL7o #SportsRoadhouse
163,39.334497,-76.6410446,Mon Apr 27 23:34:20 +0000 2015,YvonneWhitelaw,2530955203,#BaltimoreRiotsYour pain is validbut violence betrays you...Find a better way! #yvonnetrieshaiku #100daysofhaiku
164,39.291,-76.610733,Mon Apr 27 23:34:29 +0000 2015,Alli_Brennan,139574248,Special ops outside Baltimore PD headquarters @ Baltimore City Hall https://t.co/N2lCtoJHdU
165,39.345779,-76.6245575,Mon Apr 27 23:34:36 +0000 2015,daniellee_elise,348138934,@SS_TAYLOR_ actually 
166,39.304215,-76.6201172,Mon Apr 27 23:34:47 +0000 2015,alyssamaryking,27223253,Getting out safely in Baltimore. Festival went well
167,39.303949,-76.6198807,Mon Apr 27 23:34:57 +0000 2015,alyssamaryking,27223253,On the way to NYC!
168,39.361068,-76.5961456,Mon Apr 27 23:35:17 +0000 2015,kxllssss,217853341,#NoJusticeNoPeace  http://t.co/sHXjA2WJtr
169,39.261261,-76.6314926,Mon Apr 27 23:35:22 +0000 2015,HousingWatchMD,19201793,"@twixtp @TheBrownWord I work REALLY hard to make this city a better place. The irony? Two of """"my"""" neighborhoods are being looted/burned."
170,39.310064,-76.6406937,Mon Apr 27 23:35:24 +0000 2015,belovejoshua,2843523311,#FreddieGray #Baltimore #BlackLivesMatter http://t.co/slRrq1uP9P
171,39.284068,-76.5660629,Mon Apr 27 23:35:30 +0000 2015,julsiewools,710110602,Awe http://t.co/5PJY5ulsRT
172,39.364163,-76.5881271,Mon Apr 27 23:35:54 +0000 2015,tytanicc__,824440453,they still hurt
173,39.284201,-76.5852966,Mon Apr 27 23:35:56 +0000 2015,Lamy_M,324370907,@the100charity maybe @ACLU_MD
174,39.301856,-76.6444321,Mon Apr 27 23:36:13 +0000 2015,_Taaailyn,2929735247,Y'all fucking dummies  that's all they need to see http://t.co/295KsslWfz
175,39.286569,-76.6021271,Mon Apr 27 23:36:49 +0000 2015,GoldstarBmore,231211330,"New Event: ""I Love You, You're Perfect, Now Change"" @ Ciao Bella Restaurant (Baltimore, MD) http://t.co/RXsfhmAMsm"
176,39.328336,-76.5581207,Mon Apr 27 23:36:59 +0000 2015,bforbrittney,279242648,government called for the national guards lord pleaseee pray for our city ! 
177,39.364094,-76.5881271,Mon Apr 27 23:37:03 +0000 2015,tytanicc__,824440453,been hurting since like last week
178,39.310804,-76.5621567,Mon Apr 27 23:37:17 +0000 2015,NorthDaytona,1708560762,First they was going shoot up city now its poly and western  cut that clown shit out
